No,Judul,Genre,Penulis,Sinopsis,Tahun Terbit,Halaman,Rating,Mood Utama,Mood Pendukung1,Mood Pendukung2,Cover
80,Dracula,Mystery/Thriller,Bram Stoker,"Ketika Dracula akhirnya berlayar ke Inggris, teror mulai menghantui kota London. Ia menyebarkan kegelapan dan menggoda korbannya dengan pesona misteriusnya. Salah satu korbannya, Lucy Westenra, menjadi sasaran utama kekuatan jahat sang vampir. Dalam upaya menyelamatkan Lucy dan mencegah Dracula menyebarkan kutukannya, sekelompok sahabat yang dipimpin oleh Profesor Abraham Van Helsing berjuang melawan kekuatan gaib yang nyaris tak terkalahkan. Melalui surat, catatan harian, dan laporan, Dracula menampilkan ketegangan yang mencekam tentang pertarungan antara kehidupan dan kematian, iman dan kegelapan, serta ketakutan manusia terhadap yang tidak diketahui. Ini adalah kisah tentang keberanian, pengorbanan, dan upaya gigih untuk menghentikan kekuatan jahat yang mengancam umat manusia. Dracula karya Bram Stoker adalah novel gotik klasik yang membawa pembaca ke dalam dunia kegelapan dan teror abadi.",2026,608,"4,02",Dark,Thrilling,Suspenseful,covers/dracula.jpg
81,Origin,Mystery/Thriller,DanBrown,"Robert Langdon diundang menghadiri acara pengungkapan penemuan Edmond Kirsch, seorang miliarder sekaligus ilmuwan komputer, di Museum Guggenheim, Spanyol. Kirsch yang ateis, sesumbar temuannya akan mengubah wajah dunia selamanya. Temuan yang diklaim akan menjawab dua pertanyaan fundamental eksistensi manusia itu digelar secara langsung melalui Internet dan disiarkan ke seluruh dunia. Namun, terjadi kekacauan. Kirsch terbunuh, sementara Langdon malah dituduh terlibat dalam pembunuhan dan menculik tunangan calon raja Spanyol. Langdon harus berkejaran dengan waktu untuk membuktikan bahwa dia tak bersalah, sekaligus mengungkap apa sebenarnya temuan Kirsch yang membuat pria itu harus kehilangan nyawa. Menyusuri koridor-koridor gelap rahasia sejarah dan agama, Langdon harus berpikir cepat untuk mengungkapkan rahasia sekaligus menghindari musuh yang sepertinya tahu segala dan mendapat dukungan dari Istana Kerajaan Spanyol. Berhasilkah Langdon memecahkan teka-teki temuan Kirsch yang sepertinya menyalakan api konspirasi jahat di seluruh dunia? Tokoh-tokoh agama terbunuh, kaum fanatik menebarkan ancaman, sementara musuh tersembunyi terus bisa menebak langkah mereka. Pada saat sepertinya tak ada jalan keluar, satu sosok misterius membantu Langdon di sepanjang jalan. Siapakah sosok dingin tanpa emosi ini? Akankah dia benar membantu Langdon mengungkapkan temuan Kirsch atau malah menjebak Langdon dalam kelindan konspirasi yang akan menghancurkan kemanusiaan?",2026,612,"3,9",Suspenseful,Thrilling,Reflective,covers/origin.jpg
82,Angels and Demons,Mystery/Thriller,DanBrown,"Pembunuhan keji terjadi di sebuah fasilitas rahasia di Swiss. Fisikawan Pastor Leonardo Vetra dibunuh dengan cap simbol misterius di dadanya. Simbol misterius yang memaksa kepala fasilitas rahasia memanggil Robert Langdon sang simbolog. Langdon menyadari bahwa simbol itu adalah ambigram Illuminati, organisasi bawah tanah tertua dan terkuat di dunia. Mungkinkah Illuminati yang sudah terkubur selama berabad-abad muncul kembali untuk membalas dendam pada musuh bebuyutannya—Gereja Katolik? Ketakutan terbesar Langdon menjadi nyata, ketika utusan Illuminati menanam bom waktu di jantung Kota Vatikan tepat saat konklaf pemilihan Paus berlangsung. Berpacu dengan waktu, Langdon terbang ke Roma bersama Vittoria Vetra, putri pastor yang terbunuh. Dengan bom waktu yang terus berdetak, mereka harus meyakinkan Garda Swiss akan ancaman di Vatikan, dan menguak rahasia perseteruan besar antara Gereja dan Illuminati. ",2026,366,"3,96",Suspenseful,Thrilling,Reflective,covers/angels_and_demons.jpg
83,The Lost Symbol,Mystery/Thriller,DanBrown,"Robert Langdon, sang simbolog genius yang berhasil memecahkan Da Vinci Code, kembali hadir dalam petualangan berbahaya yang penuh teka-teki. Undangan ceramah di Gedung Capitol, Washington, DC, berubah menjadi undangan kematian. Seseorang meletakkan simbol Tangan Misteri yang dibuat dari penggalan tangan Peter Solomon, sahabat dan mentor Langdon, sekaligus tokoh penting Persaudaraan Mason Sang penculik Peter meminta Langdon memecahkan kode-kode kelompok rahasia Mason yang melindungi sebuah lokasi di Washington, DC. Lokasi penyimpanan kebijakan tertinggi umat manusia, yang konon akan membuat pemegangnya mampu mengubah dunia. Menjelajahi terowongan-terowongan bawah tanah Capitol, Perpustakaan Kongres, kuil-kuil Mason, dan Monumen Washington, Langdon harus berpacu dengan waktu sekaligus menghindari kejaran CIA yang menganggapnya sebagai ancaman nasional. Sebelum tengan malam, Langdon harus sudah berhasil memecahkan teka teki kelompok Mason. Jika tidak nyawa peter akan melayang dan rahasia yang konon akan mengguncang amerika serikat dan bahkan dunia bakal tersebar.",2026,675,"3,77",Suspenseful,Thrilling,Reflective,covers/the_lost_symbol.jpg
84,Inferno,Mystery/Thriller,DanBrown,"Tengah malam, Robert Langdon terbangun di rumah sakit dan syok saat mendapati dirinya ada di Florence, Italia. Padahal, ingatan terakhirnya adalah berjalan pulang setelah memberi kuliah di Harvard. Belum sempat Langdon memahami keganjilan ini, dunianya meledak dalam kekacauan. Di depan mata, dokter yang merawatnya ditembak mati. Langdon berhasil lolos atas bantuan Sienna Brooks, seorang dokter muda yang penuh rahasia. Dalam pelarian, Langdon menyadari bahwa dia memiliki sebuah stempel kuno berisi kode-kode rahasia ciptaan ilmuwan fanatik yang terobsesi pada kehancuran dunia berdasarkan mahakarya terhebat yang pernah ditulis—Inferno karya Dante. Ciptaan genetis ilmuwan tersebut mengancam kelangsungan umat manusia, Langdon harus berpacu dengan waktu memecahkan teka-teki yang berkelindan dalam puisi-puisi gelap Dante Alighieri. Belum lagi, dia harus menghindari sepasukan tentara berseragam hitam yang bertekad menangkapnya. ",2026,592,"3,91",Suspenseful,Thrilling,Dark,covers/inferno.jpg
85,Kalau Saja Kalian Tahu,Mystery/Thriller,Jessica Goodman,"Gold Coast Prep adalah sekolah bergengsi bagi anak-anak kaum jetset di Long Island. Pada tahun pertamanya di Gold Coast Prep, Jill Newman menyaksikan sahabatnya yang cemerlang, Shaila Arnold, tewas dibunuh. Graham kekasih Shaila mengakui perbuatannya dan kasus pun ditutup. Kini Jill siswi senior, sekaligus seorang A1 yang tergabung dalam kelompok paling eksklusif di sekolah-Orang Dalam. A1 senior memegang kasta tertinggi, nilai terbaik, dan pesta terliar. Jill bersiap melewati tahun terakhir SMA-tahun terbaiknya-sebelum masuk Ivy League idamannya. Namun kesempurnaan itu terancam retak karena sebuah pesan meminta bantuan Jill untuk membuktikan Graham tidak bersalah. Ia pun terbelah antara keinginan untuk mempertahankan masa depan dan persahabatan, atau mengungkap pembunuh yang sebenarnya.",2025,432,"3,48",Suspenseful,Reflective,Thrilling,covers/kalau_saja_kalian_tahu.jpg
86,Gadis yang Tersingkir,Mystery/Thriller,Hayley Krischer,"Shade dan Jadis berbagi segalanya, mulai dari pakaian sampai sikat gigi. Mereka bahkan punya tato yang serasi. Jadis mengira mereka tidak akan berubah, tetapi kemudian Shade bergabung dengan tim pemandu sorak tanpa sepengetahuannya. Meski enggan mengakuinya, Shade sebenarnya suka menjadi bagian dari pemandu sorak; dia suka disiplin dan rutinitas pemandu sorak yang memaksanya melampaui batas kemampuan tubuhnya. Namun, keretakan antara dirinya dan Jadis menjadi makin dalam ketika dia masuk dalam lingkaran pertemanan tri Chloe—Chloe Orbach, Chloe Schmidt, dan Chloe Clarke—yang menguasai tim pemandu sorak. Persahabatan ketiga Chloe tampak sempurna di permukaan, tapi rasa sayang bercampur dengan kebencian di baliknya. Bergabungnya Shade ke antara trio Chloe serta kecemburuan Jadis memperumit dinamika mereka. Ketika perseteruan mereka berujung pada tewasnya salah satu Chloe, rasa bersalah dan tanggung jawab membuat Shade bertekad menemukan pelakunya.",2025,408,"3,58",Suspenseful,Reflective,Dark,covers/gadis_yang_tersingkir.jpg
87,Pasarampok,Mystery/Thriller,Arsyanendra,"Gara-gara kantornya di Jakarta digerebek polisi, Halim memutuskan kembali ke kampung halamannya, Ciguyur, dalam upaya melarikan diri. Nahas, Ciguyur justru sedang tidak baik-baik saja. Pemuda-pemudi menghilang, tak terkecuali anak tetua adat. Halim yang mencari keselamatan justru dianggap juru selamat. Sebagai satu-satunya sarjana di sana, ia menjadi harapan untuk mengakhiri teror yang mengintai Pasar Ciguyur—pasar yang dianggap sebagai biang kerok dari masa ke masa, bahkan dinobatkan sebagai “Pasar Rampok”. Lalu, apakah kini para rampok itu justru berbalik menjadi korban? Dengan statusnya sebagai buronan, Halim harus bertarung melawan stigma demi menyelamatkan diri dan keluarganya. Karena, Ciguyur kudu sing guyub. Ciguyur harus merangkul satu sama lain, saling membantu, selayaknya satu keluarga.",2025,232,"3,87",Reflective,Suspenseful,Dark,covers/pasarampok.jpg
88,Gadis-Gadis Histeris di Sekolah St. Bernadette,Mystery/Thriller,Hanna Alkaf,"St. Bernadette di Kuala Lumpur, Malaysia, adalah sekolah incaran para gadis karena terkenal selalu menghasilkan lulusan terbaik. Meski ada kasus-kasus jeritan di sana. Ketika suatu hari ada siswa menjerit saat pelajaran berlangsung, terjadilah reaksi berantai yang mempengaruhi seluruh isi sekolah. Khadijah punya luka masa lalu, dan menyaksikan teman-temannya histeris membuat luka-luka lama yang ingin disembunyikannya kembali terkoyak. Saat Aishah, adiknya sendiri, jadi korban jeritan, Khad tahu hanya dirinyalah yang dapat menyelamatkan sang adik. Rachel selalu sibuk memenuhi harapan ibunya yang ambisius, padahal ia juga punya keinginan sendiri. Waktu ia akhirnya mendapat kesempatan bersuara, yang terjadi malah jeritan. Bersama-sama, kedua gadis ini menggali sejarah kelam sekolah, mengungkap kebenaran. Mereka tak tahu bahwa ada kegelapan mengintai, mengawasi, menunggu, dan mencari korban selanjutnya.",2025,360,"3,54",Suspenseful,Dark,Reflective,covers/gadis_gadis_histeris_disekolah.jpg
89,Sang Pelari,Mystery/Thriller,Stephen King,"Pada tahun 2025, ekonomi dunia ambruk total dan Amerika telah berubah menjadi dystopia totaliter. Ben Richards, pria berusia 28 tahun dari Co-Op City, menganggur dan tertimpa sial. Putrinya yang berusia delapan belas bulan jatuh sakit, dan Ben maupun istrinya tak mampu membawanya berobat ke dokter. Bagi seseorang dari wilayah miskin kota, tanpa uang dan harapan, hanya satu hal yang dapat dilakukan: menjadi kontestan dalam salah satu Network’s Games—stasiun TV yang dikelola pemerintah dan menayangkan acara permainan brutal. Pesertanya dapat meraih uang sangat banyak—atau mati dalam Permainan itu. Sekarang Ben akan tampil pada jam tayang utama di acara Network yang berperingkat tertinggi dan melibatkan partisipasi penonton. Dan dia akan menjadi mangsa bagi masyarakat.",2025,304,"3,88",Thrilling,Dark,Reflective,covers/sang_pelari.jpg
90,Cerita Empat Musim#1 (Different Seasons#1),Mystery/Thriller,Stephen King,"Rita Hayworth and Shawshank Redemption, Andy Dufresne dipenjara atas pembunuhan istrinya, walaupun dia tidak bersalah. Andy menjalin persahabatan dengan sesama narapidana, Ellis Redding. Selama puluhan tahun mereka menghadapi masa-masa berat di Shawshank, namun Andy tidak putus asa, dan kecerdasannya dalam menyusun rencana membawa mereka ke pelarian yang mendebarkan dan tak terlupakan. Dalam Apt Pupil, Todd Bowden terobsesi pada tetangganya yang lanjut usia, seorang mantan penjahat perang Nazi. Rasa ingin tahu Todd lekas berubah menjadi obsesi berbahaya saat dia berusaha mempelajari rahasia tergelap tetangganya, dan batasan antara korban dan predator mulai kabur.",2025,512,"3,25",Hopeful,Reflective,Thrilling,covers/different1.jpg
91,Cerita Empat Musim#2 (Different Seasons#2),Mystery/Thriller,Stephen King,"The Body, yang berlatar pada tahun 1960-an, empat anak lelaki berusia dua belas tahun—Gordie, Chris, Vern, dan Teddy— memulai perjalanan untuk mencari mayat seorang anak yang hilang di hutan. Semula ini hanyalah suatu petualangan sederhana, tapi dengan cepat berubah menjadi kisah pendewasaan yang penuh makna, saat para bocah ini menghadapi ketakutan dan masalah-masalah pribadi mereka. Sepanjang perjalanan, ikatan pertemanan mereka semakin kuat, dan mereka tahu bahwa perjalanan ini akan mengubah hidup mereka selamanya. Dalam Breathing Method, seorang dokter menceritakan kisah aneh tentang seorang wanita yang gigih berusaha melahirkan dengan cara yang tak biasa, meski menghadapi komplikasi serius. Cerita ini mengeksplorasi tema-tema tentang kematian, perjuangan untuk bertahan hidup, dan hal-hal yang supranatural.",2025,440,"3,33",Reflective,Dark,Suspenseful,covers/different2.jpg
92,Daftar Sang Hakim,Mystery/Thriller,John Grisham,"Ayah Jeri Crosby dibunuh dua puluh tahun silam dalam sebuah kasus yang hingga kini belum terpecahkan, namun Jeri punya satu tersangka yang sudah lama dicurigainya. Dia terobsesi, bahkan membuntuti pria itu selama dua dekade. Dalam prosesnya, Jeri menemukan korban-korban lainnya. Jeri Crosby meminta bantuan Lacy Stolz untuk menangkap pembunuh ayahnya. Pria ini sangat cerdas, sabar, dan selalu selangkah lebih maju dari aparat penegak hukum. Dia menguasai ilmu forensik, prosedur kepolisian, dan terutama: dia memahami hukum. Dia menyimpan catatan tentang semua korban dan calon-calon korbannya. Lacy harus berjuang untuk menjatuhkannya, sambil berusaha keras agar namanya tidak ikut masuk dalam daftar calon korban.",2025,496,"4,14",Suspenseful,Thrilling,Dark,covers/daftar_sang_hakim.jpg
93,Di Balik Pintu Loteng,Mystery/Thriller,Freida McFadden,"Millie Calloway yang sedang mencari awal baru sangatlah bahagia ketika mendapat pekerjaan sebagai asisten rumah tangga di rumah keluarga Winchester yang kaya raya. Apalagi pekerjaan tersebut memungkinkannya tinggal di rumah itu, meski kamarnya hanyalah kamar kecil di loteng. Tugasnya hanyalah membersihkan rumah mewah itu serta memasak. Namun, seiring waktu, Millie mulai menyadari bahwa ada yang mencurigakan di rumah itu. Nina bersikap aneh dan manipulatif, sementara suaminya, Andrew, tampak terlalu sempurna. Ketika Millie menemukan pintu terkunci di lantai atas dan mendengar suara-suara aneh di malam hari, ia mulai curiga bahwa keluarga ini menyimpan rahasia yang lebih kelam darinya. Ia pun harus memutuskan apakah akan tetap tinggal demi pekerjaan dan tempat tinggalnya—atau melarikan diri sebelum semuanya terlambat.",2025,408,"4,27",Suspenseful,Thrilling,Dark,covers/di_balik_pintu_loteng.jpg
94,Hilang di Wonju,Mystery/Thriller,Tsugaeda,"""Kamu akan mendapat penugasan jangka pendek ... ke Korea."" Penugasan ke Korea seharusnya menjadi penyelamat bagi karier Iptu Hani Rustaman yang sedang di ujung tanduk. Jika bisa membantu memecahkan kasus hilangnya Felisia--gadis dari Jakarta--di Korea, mungkin jalan hidupnya di kepolisian masih bisa diselamatkan. Namun, kehadiran Hani diremehkan dan ditolak Kepolisian Korea. Meski jengkel atas penolakan tersebut, Hani memutuskan untuk melanjutkan penyelidikannya. Bersama Detektif Lee Kyungseok--detektif yang ditugaskan untuk mendampinginya--Hani mulai menyusun kepingan petunjuk yang membawa mereka lebih jauh ke dalam labirin teka-teki penyelamatan Felisia. Koper yang sengaja dibuang, rumor Pembunuh Saputangan, hingga ritual angka tujuh yang mengerikan menyadarkan Hani bahwa misi penyelamatan Felisia lebih pelik daripada yang dia bayangkan.",2025,180,"3,92",Suspenseful,Thrilling,Dark,covers/hilang_di_wonju.jpg
95,Flash Drive,Mystery/Thriller,DENKUS,"Seseorang dengan baju serba hitam tiba-tiba melemparkan kotak hitam kecil ke teras rumah Ben saat dia sedang bersiap berangkat sekolah. Ben penasaran. Ternyata paket-paket serupa bukan baru kali ini saja dilemparkan. Kedatangan paket lain berisi flash drive dengan potongan video pembunuhan membuatnya mengalami rentetan kejadian mengerikan. Ben ketakutan. Dia hanya ingin kehidupan remaja biasanya kembali. Dengan bantuan dua sahabatnya, Arya dan Vero, Ben berlari dan bersembunyi. Pertemuannya dengan Jo, polisi yang juga berusaha menyelidiki sebuah kasus tak terpecahkan, membuatnya melihat benang merah dari semua kejadian yang dialaminya. Dia hanya berharap, benang merah itu tidak akan membuatnya kehilangan nyawa.",2025,296,4,Suspenseful,Thrilling,Dark,covers/flash_drive.jpg
96,The Day of Kidnapping,Mystery/Thriller,Jeong Hai-Yeon,"""Kau sudah masuk?"" ""Belum, hampir sampai."" BRAK! ""Ada apa?"" Kim Myeong-jun tak lagi mendengar suara mantan istrinya di sepiker. Buru-buru dia turun dari mobil untuk memeriksa apa yang sudah ditabraknya. Dia sedang berada di depan rumah Choi Jin-tae, seorang profesor dan dokter terkenal. Betapa kagetnya dia saat mendapati anak yang dia tabrak adalah Choi Ro-hee, calon korban yang memang harus diculiknya malam itu. Dalam keadaan panik, Myeong-jun bergegas membawa anak itu dengan mobilnya, ke rumahnya. Untung baginya, anak itu selamat. Kalau tidak, dia akan kesulitan meminta tebusan kepada orangtua si anak. Namun, ketika anak itu tersadar, dia sama sekali tak mengingat identitasnya. Berkali-kali Myeong-jun berusaha menghubungi Choi Jin-tae untuk meminta tebusan atas anaknya, tapi sama sekali tak ada respons. Akhirnya, Myeong-jun memutuskan untuk mengembalikan anak itu ke rumahnya. Tapi, saat mereka tiba, ternyata rumah itu sudah ramai, oleh polisi dan tetangga. Choi Jin-tae dan istrinya didapati meninggal di kediaman mereka. Myeong-jun bingung. Siapa pelaku pembunuhan itu? Bagaimana nasib Ro-hee nantinya?",2025,352,"3,97",Suspenseful,Thrilling,Dark,covers/the_day_of_kidnapping.jpg
97,Kelopak-Kelopak Mawar,Mystery/Thriller,Elia Bintang,"Hal berikutnya yang kutahu: aku sudah mati. Karbon Monoksida membunuhku. Aku melihat pacarku, Mawar, menangis histeris seperti orang gila. Teman-temanku yang perempuan memeluknya sambil menangis juga. Teman-temanku yang lelaki berusaha tetap tenang dan tegar dan berpikir apa yang harus dilakukan. Ibuku pingsan begitu mendengar kabar itu. Ayahku terduduk di lantai dengan mata kosong dan mulut ternganga. Itu adalah kematian yang tragis. Aku adalah anak mereka satu-satunya, satu-satunya pacar yang pernah dimiliki Mawar dalam hidup. Dan usiaku masih dua puluh. Kematian pada titik itu adalah bencana setara tsunami pada pagi yang merdu.",2025,168,3,Sad,Reflective,Hopeful,covers/kelopak_kelopak_mawar.jpg
